Movie Name,Storyline
Blood Mountain Massacre,"The Blood Mountain Massacre follows an ambitious all-girl punk band on tour, stalked by an escaped psychopath."
Vincent,"An unparalleled, dark comedy that follows reclusive writer, Vincent Tremblay, who suddenly becomes the target of a mysterious and sinister force."
Notice to Quit,"Andy Singer, an out-of-work actor now struggling as a New York City realtor, finds his world crashing down around him when his estranged 10-year-old daughter Anna shows up unannounced on his doorstep in the middle of his eviction."
El molino,A young engineer returns to her hometown of 12 inhabitants for an important project that coincides with the annual event in the valley.
Petra Kelly - Act Now!,"Petra Kelly believed that a single person could change the world - and lived by this conviction uncompromisingly. In the 1980s, she became an icon of the peace and environmental movements, driving protests against nuclear power and nuclear missiles and demanding a radical societal transformation: a non-aligned world without weapons, peace with nature. Politically socialized in the USA, shaped by Vietnam War protests, the Civil Rights Movement, and civil disobedience, she was elected to the Bundestag for the Green Party in 1983. She supported the East German civil rights movement, opposed Honecker - and met a tragic end at the age of only 44: shot by her partner, Gert Bastian. Using rare archival footage and interviews with those who knew her, the film paints a portrait of a sensitive, unwavering woman."
Hannah Berner: We Ride at Dawn,"From marrying a zaddy to unrealistic sex scenes in movies, Hannah Berner unpacks romance, dating and more in this raunchy stand-up special."
Everybody Loves Jenifa,"Jenifa's popularity fades when a shady new neighbor, Lobster, outshines her charity work. In Ghana, Jenifa and friends face a deadly drug baron after a bag of drugs is mistakenly left in their rental."
Deeper,"Gotti, a former kingpin, returns to reclaim power and Chasity's love. Despite challenges, Chasity and King plan their future while Gotti's secrets and ambitions threaten their relationship."
Offworld: Alien Planet,"2117: A colonization mission to the new world of Epsilon Eridani B is struck by disaster as the ship crashes, leaving a small number of survivors to fend for themselves against numerous dangers."
Writing Hawa,"A 52-year-old Hazara woman, Hawa, embarks on a journey of self-emancipation after an arranged marriage, educating herself, starting a textile business, until their lives are disrupted by the Taliban's resurgence in 2021."
The Lost Daughter,"A story of mutual testing, guilt, and struggle between Liu Suisui and her mother Li Mei."
"Rajagunj: Pooja, Sir","When two boys are kidnapped in a border town in Nepal, Detective Inspector Pooja is sent from Kathmandu to solve the case. But when she arrives, the brewing political unrest and violent protests throw her off course, and she is forced to seek help from Mamata, a local Madhesi policewoman. By putting aside systemic discrimination and pushing through everyday misogyny, the women solve the case - but at what personal cost? Inspired by real events which took place in Southern Nepal during the 2015 race protests."
Chilli Chicken,"Five migrant workers from the North East, employed by a restaurant owner aspiring for a fine dining establishment, face a tragic turn when one of them meets an untimely demise under mysterious circumstances within the restaurant premises."
Bel Ami,"A small, unknown border town has begun to snow. A man in his middle age, has decided to come out of the closet. He wanders the town, searching.."
Terror Zone,"Five bizarre stories that make up this edgy, humorous, and utterly bonkers Italian horror anthology, which gleefully includes serial killers, cannibal sex workers, and environmentalist witches."
Algiers,"The kidnapping of a little girl creates tension and suspicion in Algiers. Only Dounia, a brilliant psychiatrist, and Sami, a police inspector, can unearth the demons of the past."
Keep Breathing,"Two women, victims of the same rapist (now dead), begin to suspect another monster might be in their midst."
Bottle Girl,"In order to pay for college and help her mother with bills, a young woman named diamond starts working as a bottle girl and she gets caught up in a web of deception where she soon finds out money may not be everything."
Za slova otvechayu,"Popular information gypsy Sveta Solntse is sent to prison. To defend herself in court, she needs petitions from those who were helped by her training. But the general wave of hate leaves no hope for this. The only ones who can theoretically speak out in Sveta's defense are her cellmates, but they do not believe in any sacred techniques."
Illusions for Sale: The Rise and Fall of Generation Zoe,"The genesis, growth, and fall of the most bizarre and ambitious financial platform in Latin America, which turns out to be, to a large extent, a faithful reflection of its eccentric creator: Leonardo Cositorto."
Okurimono,"Noriko Oi, a Japanese-Canadian woman, returns to her native land in the hopes of reviving her mother's memories, a survivor of the Nagasaki atomic bomb, while emptying her childhood home."
